record_id,model,concerns_living_things,organisms,organism_level,topic,about_organisms_themselves,ecological_purpose_stated,form,language,model_reason,input_tokens,output_tokens,thinking_tokens
oai:open.canada.ca:129268fe-c305-5e85-b404-f1dbd5a67602,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,"The record describes seismic and magnetotelluric geophysical data collected as part of the LITHOPROBE project, which does not involve living organisms.",845,123,
oai:datastream.org:https://datastream.org/en-ca/dataset/7b6b241f-85bf-40ef-add1-585784ce03c6,gemini-3.1-flash-lite,True,,none,habitat_or_ecosystem,not_applicable,not_applicable,other,english,The record describes a community-based water monitoring program focused on the health of aquatic ecosystems in the Athabasca Basin.,863,120,
oai:borealisdata.ca-dataverse-guelph:719124_16_41153_41154,gemini-3.1-flash-lite,True,broiler breeder pullets; Ross 708,species,forestry_agriculture_fisheries,yes,not_applicable,report,english,The record describes an agricultural research study on the effects of dietary yeast supplementation on broiler breeder pullets.,1248,135,
oai:borealisdata.ca-dataverse-queens:564009_563202,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,The record describes a political opinion survey regarding elections and constitutional negotiations in Quebec.,831,106,
oai:catalogue-saintjohn.opendata.arcgis.com:432e71af94bf4f639eae2236b8cd1d98,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,other,english,"The record describes a map of municipal electoral wards, which is an administrative boundary dataset.",744,108,
oai:open.penticton.ca:246b32db135a4cb3bb38183179712c2e,gemini-3.1-flash-lite,True,,none,land_and_boundaries,not_applicable,no,other,english,The record is a topographic map of a city that mentions parks and ecological reserves as geographic features but does not focus on living organisms.,900,119,
oai:co-opendata-camaps.hub.arcgis.com:46eecfffa5e249ad929bce8e5c887cf0,gemini-3.1-flash-lite,True,Forest Bird,group,organisms,not_applicable,not_applicable,dataset,english,The record provides a dataset of forest bird monitoring observations.,814,111,
oai:open.canada.ca:1b7a50f9-99e0-4c16-b571-fc21e0ff3e84,gemini-3.1-flash-lite,True,poissons pélagiques; saumon; maquereau; hareng; requin; mammifères marins; saumons; gaspareaux; saumons atlantiques; requin blanc; maraîche; chabot; bar rayé; esturgeon,species,forestry_agriculture_fisheries,yes,not_applicable,dataset,french,The record describes a telemetry dataset tracking various fish and predator species to assess the impacts of aquaculture on their distribution and abundance.,1274,223,
oai:borealisdata.ca-dataverse-carleton:413102_106202,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,english,The record describes a dataset related to building characterization and architectural conservation for university courses.,881,108,
oai:borealisdata.ca:210840_200569,gemini-3.1-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,The record is a georeferenced raster image of a historical topographic map which does not focus on living organisms or ecological purposes.,1100,119,
oai:open.library.ubc.ca-cIRcle-collections-birs:oai:circle.library.ubc.ca:2429/70109,gemini-3.1-flash-lite,True,multi-species,group,organisms,not_applicable,not_applicable,other,english,The record describes a computational method for genomic analysis applied to multi-species datasets.,756,117,
oai:open.canada.ca:f90e6a21-d34e-4b92-94df-8bac9e452706,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,"The record describes seismic and magnetotelluric data collected for geological research, which does not involve living organisms.",851,115,
oai:datadryad.org:doi:10.5061/dryad.r80tb,gemini-3.1-flash-lite,True,Juglans nigra L.; Acer saccharinum L.; Quercus rubra L.; Betula alleghaniensis Britton; Fraxinus americana L.; Robinia pseudoacacia L.; Ribes cynosbati L.; Rhamnus cathartica L.; Prunus serotina Ehrh.; Rhus typhina L.; Staphylea trifolia L.; Quercus macrocarpa Michx.; Alnus incana (L.) Moench; Corylus cornuta Marshall; Syringa vulgaris L.; Sorbus americana Marshall; Betula papyrifera Marshall; Ostrya virginiana (Miller) K. Koch; Prunus virginiana L.; Viburnum acerifolium L.; Lonicera dioica; Viburnum lentago L.; Carya cordiformis (Wangenh.) K. Koch.; Aesculus hippocastanum L.; Acer spicatum Lam; Acer saccharum Marshall; Tilia americana L.; Lonicera tatarica L.; Ilex verticillata (L) A. Gray; Carya ovata (Miller) K. Koch.; Fagus grandifolia Ehrh.; Viburnum rafinesquianum Schultes; Cornus rugosa Lam.; Sambucus canadensis L.; Acer negundo L.; Cornus sericea L.; Crataegus L.; Quercus alba L.; Ribes americanum (Miller.); Cornus racemosa Lam.; Zanthoxylum americanum Miller; Catalpa speciosa Warder; Acer pensylvanicum L.; Viburnum alnifolium Marshall; Carpinus caroliniana Walter; Viburnum trilobum Marshall,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset containing measurements of various woody angiosperm species to test a hypothesis about their reproductive and growth traits.,1579,590,
oai:cen.ulaval.ca-nordicanad:10.5885/45327ad-5245d08606ab4f52,gemini-3.1-flash-lite,True,vegetation,group,physical_environment,not_applicable,not_applicable,dataset,english,"The record describes a dataset of soil properties like carbon, nitrogen, and water content in the Arctic, mentioning vegetation as a minor component of the study sites.",920,133,
oai:borealisdata.ca:386387_200569,gemini-3.1-flash-lite,True,wooded areas,group,land_and_boundaries,not_applicable,no,dataset,english,"The record is a georeferenced topographic map which depicts land features and boundaries, and while it mentions wooded areas, it is primarily a cartographic product.",1103,135,
oai:open.canada.ca:214f8a09-dc89-4a14-9da7-e158e17d5dd5,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,french,"The record provides statistical data on research and development expenditures and education indicators, which does not involve living organisms or ecosystems.",956,114,
oai:open.canada.ca:1989de32-bc5d-c696-879c-54d422438e64,gemini-3.1-flash-lite,True,poissons; poissons de fond,group,forestry_agriculture_fisheries,yes,not_applicable,dataset,french,"The record describes a research vessel survey dataset focused on the biology, abundance, and distribution of fish species in the Gulf of St. Lawrence.",1342,139,
oai:datadryad.org:doi:10.5061/dryad.0cfxpnw7k,gemini-3.1-flash-lite,True,amphibians; frog,group,organisms,not_applicable,not_applicable,dataset,english,The record describes a dataset concerning the vertical niche usage and trait associations of amphibians in Gabon.,982,125,
oai:open.library.ubc.ca-cIRcle-collections-birs:oai:circle.library.ubc.ca:2429/69332,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,other,english,"The record is a mathematical abstract concerning differential geometry and surface immersions, with no mention of living organisms or ecological systems.",941,115,
oai:open.library.ubc.ca-cIRcle-collections-birs:oai:circle.library.ubc.ca:2429/60385,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,report,english,The record is about mathematical conjectures and topology and does not mention any living organisms.,835,107,
oai:open.canada.ca:0933e355-0dc2-4ba8-b8b9-b0db2a3acdeb,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,french,The record is about economic impacts of interest rates on businesses and does not mention living organisms or ecosystems.,821,111,
oai:open.library.ubc.ca-cIRcle-collections-birs:oai:circle.library.ubc.ca:2429/60483,gemini-3.1-flash-lite,True,bacterial,group,organisms,not_applicable,not_applicable,report,english,The record describes a theoretical study on population expansion and evolution using a bacterial system as an illustration.,822,119,
oai:borealisdata.ca:382609_200569,gemini-3.1-flash-lite,True,wooded areas,group,land_and_boundaries,not_applicable,no,dataset,english,The record is a topographic map dataset that mentions wooded areas as a land feature but does not have an ecological or conservation purpose.,1095,128,
oai:open.moncton.ca:df37974c5fc041e0a9898eddd15ee466,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,report,english,The record consists of municipal council meeting minutes which are administrative in nature and do not mention living organisms.,734,111,
oai:open.alberta.ca:gda-fd944d1b-d8db-48b4-a97b-da068fbd3102,gemini-3.1-flash-lite,True,,none,land_and_boundaries,not_applicable,yes,dataset,english,The record describes a dataset of linear disturbances created to support an ecological report on the Livingstone-Porcupine Hills region.,980,116,
oai:datadryad.org:doi:10.5061/dryad.r86n4,gemini-3.1-flash-lite,True,Cuban crocodile; Crocodylus rhombifer; American crocodile; C. acutus; C. rhombifer,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset containing genetic data about hybridization between two specific crocodile species to inform their conservation management.,1098,154,
oai:data.torontopolice.on.ca-pages-open-data:95ab41aee16847dba8453bf1688249d6,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,english,The record is a dataset concerning auto theft crime statistics in Toronto and does not involve living organisms or ecosystems.,1149,112,
oai:open.moncton.ca:fd3445f24ad144f1ad12d76e2616cd97,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,other,english and french,The record refers to administrative decisions and does not mention any living organisms or ecological topics.,748,110,
oai:borealisdata.ca:381219_200569,gemini-3.1-flash-lite,True,wooded areas,group,land_and_boundaries,not_applicable,no,dataset,english,"The record is a topographic map which includes land cover features like wooded areas, but it is primarily a cartographic product without a stated ecological purpose.",1095,132,
oai:open.library.ubc.ca-cIRcle-collections-birs:oai:circle.library.ubc.ca:2429/66585,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,report,english,The record is a conference summary focused on mathematics and physics and does not mention any living organisms.,740,110,
oai:pangaea.de:10.1594/pangaea.967652,gemini-3.1-flash-lite,True,Mytilus trossulus; M. galloprovincialis; Mollusca; Animalia; Benthos; Benthic animals,species,organisms,not_applicable,not_applicable,dataset,english,The record describes a laboratory experiment investigating the physiological responses and mortality of specific mussel species under ocean acidification and freezing conditions.,1350,167,
oai:open.alberta.ca:demographic-indicator-age-specific-fertility-rates-alberta,gemini-3.1-flash-lite,True,population,group,human_health,not_applicable,not_applicable,dataset,english,"The record provides demographic data on human fertility rates, which concerns human populations.",765,116,
oai:data.peelregion.ca:5a5ed696a1e54d3c8e47c283f5754617,gemini-3.1-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,"The record describes a dataset of building footprints for the Town of Caledon, which is a land and mapping topic with no mention of living organisms.",843,122,
oai:datadryad.org:doi:10.5061/dryad.dncjsxkzs,gemini-3.1-flash-lite,True,Chinook; Coho salmon,species,organisms,not_applicable,not_applicable,dataset,english,The record describes a study on the hybridization and transcriptomic responses of two specific salmon species.,968,125,
oai:borealisdata.ca-dataverse-ualberta:465598_203206,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,english,"The record describes a dataset containing survey responses from academic libraries regarding their publishing and hosting programs, which does not involve living organisms or ecosystems.",902,118,
oai:borealisdata.ca-dataverse-laurier:354493_137,gemini-3.1-flash-lite,True,cyanobacteria; Dolichospermum spp.; Planktothrix agardhii; Dolichospermum crassa; Woronchinia compacta; phytoplankton,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset containing taxonomic identification and analysis of specific cyanobacterial species and their bloom dynamics in a lake.,1145,170,
