record_id,model,concerns_living_things,organisms,organism_level,topic,about_organisms_themselves,ecological_purpose_stated,form,language,model_reason,input_tokens,output_tokens,thinking_tokens
oai:borealisdata.ca-dataverse-ubc:992969_150149,gemini-3.5-flash-lite,True,pollinators; hoverflies; solitary bees; bumble bees; butterflies,group,organisms,not_applicable,not_applicable,dataset,english,The record provides research data regarding critical habitat thresholds for pollinator groups in agricultural landscapes.,899,144,
oai:catalogue.data.gov.bc.ca:coniferous-forest-habitat-south-okanagan-similkameen-soscp,gemini-3.5-flash-lite,True,coniferous forests,group,habitat_or_ecosystem,not_applicable,not_applicable,dataset,english,The record is a dataset about coniferous forest habitat coverage and conservation program areas.,772,121,
oai:open.alberta.ca:agri-food-exports-by-type-of-product-alberta-and-canada-value,gemini-3.5-flash-lite,False,,none,forestry_agriculture_fisheries,no,not_applicable,dataset,english,The record provides export values and statistics for agri-food products without concerning living organisms themselves.,801,112,
oai:datadryad.org:doi:10.5061/dryad.80gb5mm12,gemini-3.5-flash-lite,True,Sharks; Chondrichthyes; Skates and rays,group,organisms,not_applicable,not_applicable,dataset,english,The record provides data and R scripts concerning the evolutionary biology and reproductive modes of sharks and rays.,1247,136,
oai:open.canada.ca:ea19053d-95bb-4f34-b4bd-e9d29a46efe5,gemini-3.5-flash-lite,True,gonidée des rocheuses; Gonidea angulata,species,organisms,not_applicable,not_applicable,dataset,french,"The record provides survey data on the distribution of an endangered mussel species, making organisms the main topic.",793,132,
oai:data.novascotia.ca:g482-y2e5,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,The record is about weekly visitor attendance numbers at a wildlife park and does not concern living organisms themselves.,761,111,
oai:open.library.ubc.ca-cIRcle-collections-birs:oai:circle.library.ubc.ca:2429/69022,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,report,english,The record is about mathematical models for charged drops and physical systems like atomic nuclei and neutron stars without mentioning any living organisms.,865,117,
oai:open.library.ubc.ca-cIRcle-collections-birs:oai:circle.library.ubc.ca:2429/72238,gemini-3.5-flash-lite,False,,none,other,not_applicable,not_applicable,other,english,"The record is about mathematical models in group theory and dynamical systems, making it unrelated to living things and falling under the other category.",971,117,
oai:open.ottawa.ca:99ddf34e2c304f938e6bb98efb868c55,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,report,english,This record is an administrative quarterly operating budget status report for local government financial planning.,792,107,
oai:mydata-kamloops.opendata.arcgis.com:f2218e97f9d4497dbe4d047d0a23e0ac,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,"This record is a polygon dataset containing census dissemination area boundaries for the City of Kamloops, which falls under administrative topics.",845,115,
oai:data-princeedwardisland-peigov.hub.arcgis.com:265f2d1210b348b2971c18b5fd4a2372,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,The record details annual government program referral statistics for victims of crime and does not concern living organisms.,757,110,
oai:open.canada.ca:1084c80d-e3bb-490d-988d-0bae708a0b53,gemini-3.5-flash-lite,True,sea scallop; Placopecten magellanicus; Icelandic scallop; Chlamys islandica; pétoncles; pétoncle géant; pétoncle d'Islande,species,forestry_agriculture_fisheries,yes,not_applicable,dataset,french,This record is a research dataset containing biometric and abundance data on scallop species for fisheries stock assessment.,1431,176,
oai:frdr-dfdr.ca-go-waterinstitute:oai:www.frdr-dfdr.ca:5e3feeb3-62c2-4383-88ee-80b4b536ffca,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,The record focuses on microplastic characteristics and distribution in stormwater ponds without naming any specific organisms or being about living subjects.,1002,116,
oai:https-zenodo.org:10.5281/zenodo.17036062,gemini-3.5-flash-lite,True,Deer,group,organisms,not_applicable,not_applicable,dataset,english,"The record contains code and data for phylogenetic and divergence analyses of ancient DNA from deer, focusing on organisms.",772,120,
oai:circle.library.ubc.ca:oai:circle.library.ubc.ca:2429/81697,gemini-3.5-flash-lite,True,eukaryotes; bacteria; cyanobacteria; algae,group,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset about predicting trophic strategies and biological traits from genomic data across diverse eukaryotic species.,1214,138,
oai:open.canada.ca:359a4124-58eb-49b8-814b-92520b9a7038,gemini-3.5-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,french,"The record provides cadastral data such as parcels, roads, and administrative boundaries without any mention of living organisms or an ecological purpose.",917,119,
oai:open.canada.ca:5c3a224f-9c69-5fc8-104e-7c81a4f32879,gemini-3.5-flash-lite,True,cerfs; wapitis; orignaux; caribous,group,forestry_agriculture_fisheries,no,not_applicable,dataset,french,"The record provides drop-off sites and carcass disposal locations for wildlife management regarding chronic wasting disease, focusing on logistics and infrastructure rather than biological study.",984,152,
oai:catalogue.data.gov.bc.ca:red-tailed-chipmunk-tamias-ruficaudus-ruficaudus-range-within-the-columbia-basin-1-250-000,gemini-3.5-flash-lite,True,Red-tailed Chipmunk; Tamias ruficaudus ruficaudus; terrestrial mammal; wildlife; Red tailed Chipmunk; chipmunk; small mammal,species,organisms,not_applicable,not_applicable,dataset,english,"The record is a dataset mapping the range of a specific species, the Red-tailed Chipmunk (Tamias ruficaudus ruficaudus).",863,181,
oai:catalogue.data.gov.bc.ca:consolidated-wetlands-polygons,gemini-3.5-flash-lite,True,wetland,group,land_and_boundaries,not_applicable,yes,dataset,english,The record is a spatial dataset mapping wetlands with an ecological and conservation purpose stated through the Nature Smart Climate Solutions agreement.,916,119,
oai:open.canada.ca:09b4dab0-96bb-574d-82fa-339bbbbd8522,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,The record provides satellite image composites and spectral data for climate change research and land cover studies without mentioning any specific living organisms.,1176,117,
oai:opendata.kelowna.ca:63643feed3c441e9bed0cef9e3a4548a,gemini-3.5-flash-lite,True,fish,group,habitat_or_ecosystem,not_applicable,not_applicable,dataset,english,"The record is primarily about mapping creeks and aquatic habitats based on a standard for fish and aquatic habitats, making habitat_or_ecosystem the best topic.",822,135,
oai:geoportal.gov.mb.ca:db0d56585cab42a68f01e4c1640182f9,gemini-3.5-flash-lite,True,Forests,group,land_and_boundaries,not_applicable,yes,dataset,english,The record provides a protected areas map for forest management with an ecological conservation purpose based on the CCEA geodatabase.,1009,126,
oai:open.canada.ca:129268fe-c305-5e85-b404-f1dbd5a67602,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,The record is about regional seismic and magnetotelluric data from the LITHOPROBE project without mentioning any living things.,845,119,
oai:datastream.org:https://datastream.org/en-ca/dataset/7b6b241f-85bf-40ef-add1-585784ce03c6,gemini-3.5-flash-lite,True,,none,habitat_or_ecosystem,not_applicable,not_applicable,dataset,english,"The record is about community-based water monitoring and the health of aquatic ecosystems, making habitat_or_ecosystem the main topic.",863,123,
oai:borealisdata.ca-dataverse-guelph:719124_16_41153_41154,gemini-3.5-flash-lite,True,broiler breeder pullets; Ross 708 pullets,species,forestry_agriculture_fisheries,yes,not_applicable,dataset,english,The record is a dataset study examining the physiological and growth responses of broiler breeder pullets fed hydrolyzed whole yeast.,1248,139,
oai:borealisdata.ca-dataverse-queens:564009_563202,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,"This record is a political survey and public opinion poll dataset focusing on government, constitution, and elections.",831,111,
oai:catalogue-saintjohn.opendata.arcgis.com:432e71af94bf4f639eae2236b8cd1d98,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,The record is a map of municipal electoral wards in Saint John and does not concern living things.,744,110,
oai:open.penticton.ca:246b32db135a4cb3bb38183179712c2e,gemini-3.5-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,The record is a topographic and geographic map of Penticton with no explicit focus on living organisms.,900,113,
oai:co-opendata-camaps.hub.arcgis.com:46eecfffa5e249ad929bce8e5c887cf0,gemini-3.5-flash-lite,True,Forest Bird; Plants and Animals,group,organisms,not_applicable,not_applicable,dataset,english,"The record is a dataset containing forest bird monitoring records and mentions plants and animals, focusing primarily on organism populations.",814,129,
oai:open.canada.ca:1b7a50f9-99e0-4c16-b571-fc21e0ff3e84,gemini-3.5-flash-lite,True,poissons pélagiques; saumon; maquereau; hareng; grands prédateurs; requin; mammifères marins; saumons de pisciculture; gaspareaux sauvages; saumons atlantiques d'aquaculture; requin blanc; maraîche; chabot; bar rayé; saumon de l'intérieur de la baie de Fundy; esturgeon; espèces,group,forestry_agriculture_fisheries,yes,not_applicable,dataset,french,The record is a dataset about tracking pelagic fishes and large predators in relation to aquaculture activities.,1274,257,
oai:borealisdata.ca-dataverse-carleton:413102_106202,gemini-3.5-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,The record provides a building dataset for engineering and architectural conservation students without mentioning any living organisms.,881,111,
oai:borealisdata.ca:210840_200569,gemini-3.5-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,The record is a topographic map sheet showing geographic features and infrastructure with no living organisms or ecological purpose stated.,1100,114,
oai:open.library.ubc.ca-cIRcle-collections-birs:oai:circle.library.ubc.ca:2429/70109,gemini-3.5-flash-lite,False,,none,other,not_applicable,not_applicable,other,english,The record focuses on computational and statistical methods for genomic experimental designs without mentioning specific living organisms or ecosystems.,756,111,
oai:open.canada.ca:f90e6a21-d34e-4b92-94df-8bac9e452706,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,"The record is about seismic and magnetotelluric data from the Lithoprobe project, which are geophysical measurements with no living subject.",851,120,
oai:datadryad.org:doi:10.5061/dryad.r80tb,gemini-3.5-flash-lite,True,Juglans nigra L.; Acer saccharinum L.; Quercus rubra L.; Betula alleghaniensis Britton; Fraxinus americana L.; Robinia pseudoacacia L.; Ribes cynosbati L.; Rhamnus cathartica L.; Prunus serotina Ehrh.; Rhus typhina L.; Staphylea trifolia L.; Quercus macrocarpa Michx.; Alnus incana (L.) Moench; Corylus cornuta Marshall; Syringa vulgaris L.; Sorbus americana Marshall; Betula papyrifera Marshall; Ostrya virginiana (Miller) K. Koch; Prunus virginiana L.; Viburnum acerifolium L.; Lonicera dioica; Viburnum lentago L.; Carya cordiformis (Wangenh.) K. Koch.; Aesculus hippocastanum L.; Acer spicatum Lam; Acer saccharum Marshall; Tilia americana L.; Lonicera tatarica L.; Ilex verticillata (L) A. Gray; Carya ovata (Miller) K. Koch.; Fagus grandifolia Ehrh.; Viburnum rafinesquianum Schultes; Cornus rugosa Lam.; Sambucus canadensis L.; Acer negundo L.; Cornus sericea L.; Crataegus L.; Quercus alba L.; Ribes americanum (Miller.); Cornus racemosa Lam.; Zanthoxylum americanum Miller; Catalpa speciosa Warder; Acer pensylvanicum L.; Viburnum alnifolium Marshall; Carpinus caroliniana Walter; Viburnum trilobum Marshall,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset about specific woody angiosperm species and their leafing intensity and fruit size traits.,1579,587,
oai:cen.ulaval.ca-nordicanad:10.5885/45327ad-5245d08606ab4f52,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,"The record is about carbon, nitrogen, and water content in soil across the Arctic, which are physical and chemical measurements.",920,117,
oai:borealisdata.ca:386387_200569,gemini-3.5-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,The record is a georeferenced raster image of a historical topographic map showing physical and man-made features without an ecological or conservation purpose.,1103,122,
